0.623244,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Tropius,air slash.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.water pulse
0.623246,Lapras,water gun.surf.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Lanturn,charge beam.thunderbolt.hydro pump,Charizard,fire spin.blast burn.dragon claw
0.623246,Lapras,water gun.surf.blizzard,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.623246,Lapras,water gun.surf.blizzard,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Whiscash,mud shot.mud bomb.water pulse,Charizard,fire spin.blast burn.dragon claw
0.623246,Altaria,dragon breat.sky attack.dragon pulse,Sealeo,water gun.body slam.aurora beam,Abomasnow,razor leaf.outrage.blizzard,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623246,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.blizzard
0.623246,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.water pulse
0.623249,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Steelix,dragon tail.crunch.heavy slam,Lanturn,water gun.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Charizard,fire spin.blast burn.dragon claw
0.623251,Piloswine,powder snow.avalanche.stone edge,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard
0.623251,Lapras,water gun.surf.blizzard,Mamoswine,powder snow.avalanche.ancient power,Abomasnow,razor leaf.outrage.blizzard,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.623251,Gyarados,dragon breath.crunch.outrage,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard
0.623251,Sealeo,water gun.body slam.aurora beam,Torterra,razor leaf.stone edge.solar beam,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Rhyperior,smack down.surf.earthquake
0.623251,Sealeo,water gun.body slam.aurora beam,Torterra,razor leaf.stone edge.earthquake,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Rhyperior,smack down.surf.earthquake
0.623256,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Steelix,dragon tail.crunch.heavy slam,Magneton,thunder shock.discharge.magnet bomb,Marshtomp,water gun.surf.mud bomb,Charizard,fire spin.blast burn.dragon claw
0.623258,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.623259,Froslass,powder snow.avalanche.shadow ball,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Steelix,dragon tail.crunch.heavy slam,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623259,Lapras,water gun.surf.blizzard,Walrein,waterfall.water pulse.earthquake,Abomasnow,razor leaf.outrage.blizzard,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.623259,Walrein,waterfall.water pulse.earthquake,Dewgong,ice shard.icy wind.water pulse,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Magneton,thunder shock.discharge.magnet bomb,Charizard,fire spin.blast burn.dragon claw
0.623259,Walrein,waterfall.water pulse.earthquake,Dewgong,ice shard.icy wind.water pulse,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Magneton,thunder shock.discharge.magnet bomb,Charizard,fire spin.blast burn.dragon claw
0.623261,Lapras,water gun.surf.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.623263,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.623263,Lapras,water gun.surf.blizzard,Walrein,frost breath.water pulse.blizzard,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.623263,Cloyster,ice shard.avalanche.hydro pump,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623266,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.blizzard
0.623266,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.water pulse
0.623268,Altaria,dragon breat.sky attack.dragon pulse,Cloyster,ice shard.avalanche.hydro pump,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623268,Altaria,dragon breat.sky attack.dragon pulse,Lapras,water gun.surf.blizzard,Cloyster,ice shard.avalanche.hydro pump,Abomasnow,razor leaf.outrage.blizzard,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard
0.623268,Lapras,water gun.surf.blizzard,Abomasnow,powder snow.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623268,Lapras,water gun.surf.blizzard,Abomasnow,powder snow.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623271,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623271,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623271,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623271,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623271,Altaria,dragon breat.sky attack.dragon pulse,Alolan sandslash,powder snow.gyro ball.bulldoze,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,razor leaf.outrage.blizzard,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.water pulse
0.623273,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,steel wing.sky attack.flash cannon,Steelix,dragon tail.crunch.heavy slam,Alolan golem,rock throw.rock blast.wild charge,Lanturn,charge beam.thunderbolt.hydro pump
0.623276,Altaria,dragon breat.sky attack.dragon pulse,Lapras,ice shard.dragon pulse.surf,Tropius,razor leaf.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb
0.623276,Gyarados,dragon breath.crunch.outrage,Walrein,waterfall.water pulse.earthquake,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623276,Altaria,dragon breat.sky attack.dragon pulse,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623278,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,steel wing.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Quagsire,mud shot.stone edge.earthquake,Charizard,fire spin.blast burn.dragon claw
0.623278,Gyarados,dragon breath.crunch.outrage,Piloswine,powder snow.avalanche.stone edge,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623283,Altaria,dragon breat.sky attack.dragon pulse,Lapras,ice shard.dragon pulse.surf,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623283,Altaria,dragon breat.sky attack.dragon pulse,Lapras,ice shard.surf.ice beam,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623285,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.623285,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.water pulse,Charizard,fire spin.blast burn.dragon claw
0.623288,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Steelix,dragon tail.crunch.heavy slam,Alolan golem,rock throw.rock blast.wild charge
0.623288,Piloswine,powder snow.avalanche.stone edge,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard
0.62329,Dewgong,ice shard.icy wind.water pulse,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Lanturn,charge beam.thunderbolt.hydro pump,Rhyperior,smack down.surf.earthquake,Whiscash,mud shot.mud bomb.water pulse
0.623293,Lapras,water gun.surf.blizzard,Froslass,powder snow.avalanche.shadow ball,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623295,Froslass,powder snow.avalanche.shadow ball,Abomasnow,razor leaf.outrage.blizzard,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse,Quagsire,mud shot.stone edge.earthquake,Charizard,fire spin.blast burn.dragon claw
0.623295,Lapras,water gun.surf.blizzard,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Tropius,air slash.leaf blade.aerial ace,Magneton,thunder shock.discharge.magnet bomb
0.623295,Lapras,water gun.surf.blizzard,Sneasel,ice shard.ice punch.foul play,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Tropius,air slash.leaf blade.aerial ace,Magneton,thunder shock.discharge.magnet bomb
0.623295,Lapras,water gun.surf.blizzard,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Tropius,air slash.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge
0.623295,Lapras,water gun.surf.blizzard,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Tropius,air slash.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge
0.623295,Altaria,dragon breat.sky attack.dragon pulse,Walrein,frost breath.water pulse.blizzard,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623295,Altaria,dragon breat.sky attack.dragon pulse,Walrein,frost breath.water pulse.blizzard,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623297,Alolan ninetales,powder snow.ice beam.dazzling gleam,Sneasel,ice shard.ice punch.foul play,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.623298,Lapras,water gun.surf.blizzard,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Tropius,razor leaf.leaf blade.aerial ace,Charizard,fire spin.blast burn.dragon claw
0.623298,Lapras,water gun.surf.blizzard,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Tropius,razor leaf.leaf blade.aerial ace,Charizard,fire spin.blast burn.dragon claw
0.6233,Lapras,water gun.surf.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,steel wing.sky attack.flash cannon,Steelix,dragon tail.crunch.heavy slam,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb
0.623302,Lapras,water gun.surf.blizzard,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Steelix,dragon tail.crunch.heavy slam,Magneton,thunder shock.discharge.magnet bomb
0.623307,Sealeo,water gun.body slam.aurora beam,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Alolan graveler,rock throw.rock blast.thunderbolt,Whiscash,mud shot.mud bomb.water pulse
0.623307,Walrein,waterfall.water pulse.earthquake,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.62331,Flygon,mud shot.dragon claw.earthquake,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake,Charizard,fire spin.blast burn.dragon claw
0.62331,Flygon,mud shot.dragon claw.earthquake,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.62331,Flygon,mud shot.dragon claw.earthquake,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.water pulse,Charizard,fire spin.blast burn.dragon claw
0.623315,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Tropius,air slash.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623315,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Tropius,air slash.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623317,Lapras,water gun.surf.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Rhyperior,smack down.surf.earthquake,Charizard,fire spin.blast burn.dragon claw
0.623317,Lapras,water gun.surf.blizzard,Alolan sandslash,powder snow.gyro ball.bulldoze,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Charizard,fire spin.blast burn.dragon claw
0.623317,Lapras,water gun.surf.blizzard,Alolan sandslash,powder snow.gyro ball.bulldoze,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Charizard,fire spin.blast burn.dragon claw
0.62332,Altaria,dragon breat.sky attack.dragon pulse,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Steelix,dragon tail.crunch.heavy slam,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.62332,Altaria,dragon breat.sky attack.dragon pulse,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Steelix,dragon tail.crunch.heavy slam,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.62332,Gyarados,dragon breath.crunch.outrage,Lapras,ice shard.surf.ice beam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Magneton,thunder shock.discharge.magnet bomb,Charizard,fire spin.blast burn.dragon claw
0.62332,Gyarados,dragon breath.crunch.outrage,Lapras,ice shard.surf.ice beam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Magneton,thunder shock.discharge.magnet bomb,Charizard,fire spin.blast burn.dragon claw
0.623322,Altaria,dragon breat.sky attack.dragon pulse,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Lanturn,water gun.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623322,Flygon,mud shot.dragon claw.earthquake,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump
0.623324,Lapras,water gun.surf.blizzard,Mamoswine,powder snow.avalanche.ancient power,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Alolan graveler,rock throw.rock blast.thunderbolt,Whiscash,mud shot.mud bomb.water pulse
0.623324,Lapras,water gun.surf.blizzard,Walrein,frost breath.water pulse.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb
0.623327,Piloswine,powder snow.avalanche.stone edge,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.water pulse
0.623332,Altaria,dragon breat.sky attack.dragon pulse,Lapras,ice shard.surf.ice beam,Tropius,razor leaf.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb
0.623332,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Lanturn,water gun.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.blizzard
0.623332,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Lanturn,water gun.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.water pulse
0.623332,Altaria,dragon breat.sky attack.dragon pulse,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623332,Altaria,dragon breat.sky attack.dragon pulse,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.blizzard
0.623334,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Skarmory,air slash.sky attack.flash cannon,Lanturn,charge beam.thunderbolt.hydro pump,Quagsire,mud shot.stone edge.earthquake,Charizard,fire spin.blast burn.dragon claw
0.623334,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Steelix,dragon tail.crunch.heavy slam,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.623334,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Steelix,dragon tail.crunch.heavy slam,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.water pulse,Charizard,fire spin.blast burn.dragon claw
0.623339,Lapras,water gun.surf.blizzard,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,razor leaf.outrage.blizzard,Alolan golem,rock throw.rock blast.wild charge,Marshtomp,water gun.surf.mud bomb,Charizard,fire spin.blast burn.dragon claw
0.623339,Lapras,water gun.surf.blizzard,Piloswine,powder snow.avalanche.stone edge,Torterra,razor leaf.stone edge.solar beam,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Charizard,fire spin.blast burn.dragon claw
0.623339,Lapras,water gun.surf.blizzard,Piloswine,powder snow.avalanche.stone edge,Torterra,razor leaf.stone edge.earthquake,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Charizard,fire spin.blast burn.dragon claw
0.623339,Sealeo,water gun.body slam.aurora beam,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Steelix,dragon tail.crunch.heavy slam,Alolan graveler,rock throw.rock blast.thunderbolt,Charizard,fire spin.blast burn.dragon claw
0.623341,Walrein,waterfall.water pulse.earthquake,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.623341,Walrein,waterfall.water pulse.earthquake,Sneasel,ice shard.ice punch.foul play,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard,Charizard,fire spin.blast burn.dragon claw
0.623341,Altaria,dragon breat.sky attack.dragon pulse,Lapras,water gun.surf.blizzard,Piloswine,powder snow.avalanche.stone edge,Abomasnow,razor leaf.outrage.blizzard,Lanturn,charge beam.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard
0.623342,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge,Lanturn,water gun.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse
0.623342,Lapras,water gun.surf.blizzard,Walrein,frost breath.water pulse.blizzard,Abomasnow,razor leaf.outrage.blizzard,Tropius,air slash.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Whiscash,mud shot.mud bomb.blizzard
0.623342,Altaria,dragon breat.sky attack.dragon pulse,Abomasnow,razor leaf.outrage.blizzard,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.blizzard
0.623342,Altaria,dragon breat.sky attack.dragon pulse,Abomasnow,razor leaf.outrage.blizzard,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.water pulse
0.623344,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge,Lanturn,water gun.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.blizzard
0.623344,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan golem,rock throw.rock blast.wild charge,Lanturn,water gun.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.water pulse
0.623344,Abomasnow,razor leaf.outrage.blizzard,Tropius,razor leaf.leaf blade.aerial ace,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,charge beam.thunderbolt.hydro pump,Marshtomp,water gun.surf.mud bomb,Charizard,fire spin.blast burn.dragon claw
0.623344,Lapras,water gun.surf.blizzard,Dewgong,ice shard.icy wind.water pulse,Alolan sandslash,powder snow.gyro ball.bulldoze,Torterra,razor leaf.stone edge.solar beam,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump
0.623344,Lapras,water gun.surf.blizzard,Dewgong,ice shard.icy wind.water pulse,Alolan sandslash,powder snow.gyro ball.bulldoze,Torterra,razor leaf.stone edge.earthquake,Tropius,razor leaf.leaf blade.aerial ace,Lanturn,charge beam.thunderbolt.hydro pump
